,CKSAAP_FA.gap3,CTriad_g2.g5.g3,CKSAAP_RF.gap3,DDE_RR,DPC_KG,CKSAAP_NR.gap2,CKSAAP_EL.gap2,GTPC_uncharger.alphaticr.postivecharger,GTPC_uncharger.postivecharger.uncharger,CTDC_solventaccess.G1,CKSAAP_RC.gap1,formula_H,CKSAAP_VD.gap1,CKSAAP_FA.gap1,formula_C,DDE_CR,CKSAAP_TP.gap3,CKSAAP_PF.gap1,CKSAAP_GK.gap3,DDE_LD,DPC_KV,CTDT_hydrophobicity_FASG890101.Tr1331,CTDD_hydrophobicity_ZIMJ680101.2.residue0,CKSAAGP_alphaticr.negativecharger.gap2,CKSAAP_KK.gap1,CTDD_polarity.2.residue25,DDE_HS,ABHPRK__24,CTDD_hydrophobicity_FASG890101.3.residue50,Calculate_mw,CKSAAGP_aromatic.postivecharger.gap0,Cougar__5,CTDC_polarizability.G1,Moran_BIGC670101.lag3,CKSAAP_FK.gap3,CTDD_hydrophobicity_PRAM900101.2.residue75,CKSAAP_TY.gap2,CKSAAGP_uncharger.aromatic.gap2,CTDD_hydrophobicity_ARGP820101.1.residue100,CTDC_hydrophobicity_ZIMJ680101.G2,Z5__17,QSO3_SC_R,CTDC_hydrophobicity_ARGP820101.G2,CKSAAGP_alphaticr.postivecharger.gap2,DDE_VK,CTDD_hydrophobicity_PONP930101.3.residue25,Ez__3,CTDD_polarity.3.residue100,CTDD_hydrophobicity_ZIMJ680101.2.residue50,DDR_L,DDE_SA,CKSAAGP_aromatic.alphaticr.gap4,CTDT_hydrophobicity_PONP930101.Tr1221,Z5__1,Ez__12,CTDD_charge.1.residue75,QSO3_SC_L,Geary_CIDH920105.lag2,CTDD_hydrophobicity_PRAM900101.2.residue0,DDE_KV,CKSAAGP_postivecharger.alphaticr.gap3,Ez__5,GTPC_alphaticr.alphaticr.postivecharger,Ez__2,NMBroto_CIDH920105.lag3,NMBroto_CHAM820102.lag1,CTDC_hydrophobicity_PONP930101.G3,Moran_CHAM810101.lag1,Geary_CHAM820102.lag2,CKSAAGP_aromatic.alphaticr.gap2,APAAC_Pc1.T,CKSAAP_WL.gap3,CTDD_charge.1.residue50,CKSAAGP_negativecharger.postivecharger.gap5,Moran_CIDH920105.lag2,CTDD_hydrophobicity_PONP930101.2.residue75,DDE_LS,CTDC_hydrophobicity_CASG920101.G3,CTDC_hydrophobicity_PRAM900101.G3,NMBroto_DAYM780201.lag1,CTDD_hydrophobicity_ENGD860101.2.residue75,DDE_RL,Z3__8,QSO3_SC2,Geary_BIGC670101.lag3,Moran_CHAM820101.lag3,CTDD_secondarystruct.1.residue25,NMBroto_CIDH920105.lag1,Z5__22,CTDT_hydrophobicity_PRAM900101.Tr1221,CKSAAGP_postivecharger.uncharger.gap5,CTDD_solventaccess.1.residue25,CKSAAP_KG.gap3,Z5__5,Z5__24,DDE_RA,Boman_Index,Moran_CHAM810101.lag3,Cougar__2,CKSAAP_SL.gap2,CTDD_hydrophobicity_FASG890101.2.residue25,Geary_BIGC670101.lag1,CKSAAGP_postivecharger.uncharger.gap0,DDE_RG,CKSAAGP_aromatic.postivecharger.gap5,NMBroto_CHAM810101.lag2,CTDD_hydrophobicity_ZIMJ680101.2.residue25,CTDD_normwaalsvolume.1.residue100,CTriad_g1.g2.g5,Ez__11,APAAC_Pc1.F,CTDD_hydrophobicity_ARGP820101.2.residue50,Geary_CHAM820101.lag3,CKSAAGP_alphaticr.alphaticr.gap3,Ez__6,CTDC_hydrophobicity_ENGD860101.G1,Geary_CHOC760101.lag3,Z5__11,Moran_CHOC760101.lag1,CTDC_hydrophobicity_PONP930101.G1,CKSAAGP_postivecharger.uncharger.gap1,ABHPRK__27,CTDD_polarizability.1.residue75,Flexibility,CTDD_hydrophobicity_PONP930101.1.residue50,DDE_LH,MSW__7,CKSAAGP_alphaticr.postivecharger.gap5,NMBroto_CHAM820102.lag2,CKSAAGP_aromatic.uncharger.gap1,MotifBitVec_FKK,MotifBitVec_LKL,MotifBitVec_KKLL,MotifBitVec_KWK,MotifBitVec_VLK,MotifBitVec_CYCR,MotifBitVec_CRR,MotifBitVec_RFC,MotifBitVec_RRR,MotifBitVec_LKKL,MotifBitVec_ALW,MotifBitVec_GCS,MotifBitVec_AAAK,MotifBitVec_KLLS,MotifBitVec_LGKL,MotifBitVec_LLKKV,MotifBitVec_AKAAL,MotifBitVec_KVLKA,MotifBitVec_HIF,MotifBitVec_KKG,MotifBitVec_QN,y
HMP3_trainN_515,-0.327688651,-0.328500044,-0.120528426,-0.338463119,-0.355967201,-0.124089623,-0.097558339,-0.451160115,8.614126274,-2.526744713,-0.255181109,-0.48532861,-0.158759792,-0.20585997,-0.395033949,-0.225462049,-0.193858307,-0.200820692,-0.418409507,-0.207385015,-0.394507499,-1.83896701,0.789056516,-0.429710343,-0.40255247,-0.863234276,-0.177020353,-1.281351937,-0.501410791,-0.3387706,-0.652452462,-0.537771756,-1.224785333,-0.346017185,-0.239403439,0.775536465,-0.099042587,-0.483960387,-0.53198801,-1.508980488,0.891011504,1.184728056,-1.194132769,-0.377706295,-0.25645834,1.646266049,2.025839902,0.271738321,-0.54961443,1.230008792,-0.289858991,-0.649811903,3.211324604,-0.811702967,-1.047691155,0.321063706,-0.683244182,-1.107693495,-0.59330685,-0.407019383,0.11434004,1.727034391,-0.877269743,1.787544091,-1.015340547,2.993937074,-1.730226846,-0.404555169,0.678580618,-0.881790321,-0.627224315,-0.26413321,-1.018135521,-0.215050671,1.072240918,0.597813,-0.317035839,-1.283981203,-2.065692908,-0.199074521,-1.931406243,1.931861739,-0.655019305,-1.023096315,-0.07970054,0.075314708,0.12256533,1.481828477,0.786458321,2.557559161,0.744927123,-1.692727754,-0.363102485,-0.764902781,-1.447627879,-0.181495475,1.105038215,-0.7091145,2.573837864,-0.285291999,-0.453488705,-0.744986967,2.854239809,-0.269016917,-0.590837018,0.443234831,0.591829629,0.304301736,-0.433119557,-1.214015388,-0.997291363,-0.969039,-0.301560289,-1.401460768,0.8931955,2.916449848,-0.19987347,-0.590960809,-0.845181523,1.059024572,0.54937987,-1.069152221,-1.652382516,-0.579384966,0.47285766,-0.246375173,0.572469346,-0.445279469,1.463337938,1.049808377,-0.342700844,-0.239143351,-0.183156561,-0.260109142,-0.216623097,-0.159237486,-0.183156561,-0.16426846,-0.224331619,-0.18761663,-0.115379595,-0.178599907,-0.115379595,-0.100738878,-0.104582503,-0.096749028,-0.111890848,-0.100738878,-0.115379595,-0.111890848,-0.145980072,0
HMP3_trainN_516,-0.327688651,-0.328500044,-0.120528426,-0.338463119,-0.355967201,-0.124089623,-0.097558339,-0.451160115,-0.305900806,-0.323930849,-0.255181109,-0.029078777,-0.158759792,-0.20585997,0.078370536,-0.225462049,-0.193858307,4.552664051,-0.418409507,-0.207385015,-0.394507499,0.783158679,-0.84751,-0.429710343,0.538689759,-0.569369246,-0.177020353,0.500690973,1.707861478,-0.165920803,1.358240455,-1.440191293,-1.224785333,-0.190583441,-0.239403439,-0.134279001,-0.099042587,-0.483960387,-2.155911389,1.1673871,-0.578923532,-0.682927226,0.409555122,0.467873031,-0.25645834,1.060232028,0.160161055,0.271738321,-0.229928625,-0.457745931,-0.289858991,-0.649811903,-0.113650824,0.673889105,-1.129198314,-0.222907141,0.062744883,1.06265797,-0.286533826,-0.407019383,0.11434004,-0.662057839,-0.877269743,-0.506828319,1.533967312,0.087254163,0.174991246,-0.73639631,0.853334544,1.598368154,-0.627224315,-0.26413321,-0.448726403,-0.215050671,-1.012468229,-1.645638514,-0.317035839,0.687611538,0.33179473,0.901015287,-1.702187791,-0.246765209,-0.650348538,0.987908595,-0.206371716,-0.328268412,-0.531602845,0.200184616,-0.602511225,0.286189889,0.744927123,0.377851756,-0.363102485,-0.712915844,-0.078337744,-0.181495475,-0.25824617,-1.253107629,-0.95786373,-0.285291999,1.319606039,0.093063647,-0.812539867,-0.269016917,0.602556561,0.503808317,-0.439344717,-0.99168856,-0.433119557,-0.53304663,1.639156044,-0.969039,0.274349092,-0.547475353,1.054756419,0.87853491,0.42907671,-1.080159448,-0.490505558,0.681801643,0.54937987,1.345526358,-1.447358411,-0.25315873,-0.166091205,3.850879536,-0.024972822,-0.445279469,-0.259162709,-0.582729672,2.917996896,-0.239143351,-0.183156561,-0.260109142,-0.216623097,-0.159237486,-0.183156561,-0.16426846,-0.224331619,-0.18761663,-0.115379595,-0.178599907,-0.115379595,-0.100738878,-0.104582503,-0.096749028,-0.111890848,-0.100738878,-0.115379595,-0.111890848,-0.145980072,0
HMP3_trainN_517,-0.327688651,-0.328500044,-0.120528426,-0.338463119,-0.355967201,-0.124089623,-0.097558339,1.953344363,-0.305900806,-0.323930849,-0.255181109,-0.041752384,5.999793752,-0.20585997,-0.312702734,-0.225462049,-0.193858307,-0.200820692,-0.418409507,-0.207385015,3.740383361,1.157748063,-0.84751,-0.429710343,-0.40255247,0.018360813,-0.177020353,1.094705276,0.603225343,-0.287259547,-0.652452462,0.130357768,-0.827871607,0.004250873,-0.239403439,-1.271548333,-0.099042587,-0.483960387,-0.207203334,0.721325835,-0.039963305,0.369215272,0.810477095,0.467873031,-0.25645834,2.23230007,0.125725988,0.271738321,-1.508671845,-0.422120502,-0.289858991,-0.649811903,-0.667813396,0.802493789,0.360892626,0.049078283,1.030741188,-0.082570638,0.327012221,3.561979293,2.208886375,0.110190964,1.037508282,-0.004532615,-0.529449517,-0.388338214,0.65129577,0.589147764,-0.383526313,-0.881790321,-0.627224315,-0.26413321,-0.448726403,3.399149335,0.196262662,1.046503302,-0.317035839,-1.283981203,0.811292258,0.147400984,-1.243750887,1.931861739,-0.78164753,0.650421612,0.515364379,1.096000946,0.12256533,0.284839459,0.804085625,-0.849494747,0.744927123,0.377851756,-0.363102485,0.330297918,-1.07651895,-0.181495475,0.180896359,0.688160539,-0.33587189,-0.285291999,-0.960087204,-1.83469952,0.409720025,-0.269016917,-0.590837018,1.420468857,-1.126794282,-1.732254444,-0.433119557,0.523566283,-0.997291363,-0.969039,-0.840454831,-0.120482646,0.34784015,0.470951922,-0.79828571,-1.159183085,0.832878719,-0.072644215,-0.748673208,-1.069152221,-1.037310202,-1.679606003,-0.80504007,-0.246375173,0.888164016,-0.445279469,-0.069931838,-0.582729672,-0.342700844,-0.239143351,-0.183156561,-0.260109142,-0.216623097,-0.159237486,-0.183156561,-0.16426846,-0.224331619,-0.18761663,-0.115379595,-0.178599907,-0.115379595,-0.100738878,-0.104582503,-0.096749028,-0.111890848,-0.100738878,-0.115379595,-0.111890848,-0.145980072,0
HMP3_trainN_518,-0.327688651,-0.328500044,-0.120528426,-0.338463119,-0.355967201,-0.124089623,-0.097558339,-0.451160115,-0.305900806,-0.764493622,-0.255181109,0.199046139,-0.158759792,-0.20585997,-0.045126286,-0.225462049,-0.193858307,-0.200820692,-0.418409507,-0.207385015,-0.394507499,0.783158679,-0.84751,-0.429710343,0.538689759,1.487685963,-0.177020353,0.500690973,1.155543411,-0.214334189,0.352893997,-0.652515446,-1.621699059,0.010999926,-0.239403439,-0.134279001,-0.099042587,-0.483960387,-2.155911389,1.613448365,-0.328890437,-0.682927226,0.409555122,1.313452358,-0.25645834,1.060232028,0.965619066,0.271738321,-0.229928625,-0.745718153,-0.289858991,-0.649811903,-1.221975967,0.914471033,-1.046488061,0.321063706,1.561433558,1.26337119,1.860877339,-0.407019383,1.161613208,-0.358362089,1.994897295,0.566669337,-0.282346974,-0.102385109,0.174991246,0.628497349,0.868216158,0.358288916,-0.627224315,2.825751158,-0.164021843,-0.215050671,-1.425823174,-2.094328816,-0.317035839,-1.283981203,0.33179473,1.660761901,-1.702187791,-0.246765209,0.11865619,1.363667298,-0.36691772,-0.179296636,0.776733506,-0.188743177,-1.261131392,-0.849494747,0.744927123,1.068044926,-0.363102485,-0.121393262,-1.438821583,-0.181495475,-0.180862824,-0.70139755,-0.339453167,-0.285291999,1.319606039,-0.215211733,0.409720025,-0.269016917,0.602556561,0.170517565,-0.439344717,-0.99168856,-0.433119557,-0.463170502,-0.997291363,-0.528862769,-0.741986158,0.306510061,1.248479181,1.286117897,0.089321377,-1.65377487,1.202375623,1.436247502,0.54937987,-0.465482576,-1.85740662,-1.072091497,0.153383228,-0.246375173,-0.907949983,1.066991281,-0.291877529,-0.582729672,-0.342700844,-0.239143351,5.459809869,3.844539999,-0.216623097,-0.159237486,-0.183156561,-0.16426846,-0.224331619,5.330017909,-0.115379595,-0.178599907,-0.115379595,-0.100738878,-0.104582503,-0.096749028,-0.111890848,-0.100738878,-0.115379595,-0.111890848,-0.145980072,0
HMP3_trainN_519,-0.327688651,-0.328500044,-0.120528426,2.082287729,-0.355967201,-0.124089623,-0.097558339,1.953344363,-0.305900806,-0.764493622,-0.255181109,-0.029078777,-0.158759792,-0.20585997,-0.230371519,-0.225462049,-0.193858307,-0.200820692,-0.418409507,-0.207385015,-0.394507499,0.408569295,2.425623031,-0.429710343,1.479931987,2.663146083,-0.177020353,1.094705276,-2.158364992,-0.198343047,0.352893997,0.616111943,-0.430957881,-0.197823018,-0.239403439,1.230444198,-0.099042587,-0.483960387,0.604758355,-0.616857959,-0.861807691,1.42070274,0.810477095,3.004611011,-0.25645834,-1.283904056,0.715743098,0.704265534,2.007872009,0.450702521,-0.289858991,-0.649811903,1.54883689,0.554526321,0.522880678,0.865034553,0.132087195,-1.790598422,3.087969434,-0.407019383,0.11434004,0.472615583,0.08011927,0.9441316,-0.612350121,0.551356775,-0.7776178,3.912964986,-0.612069325,-0.881790321,-0.627224315,-0.26413321,0.690091835,-0.215050671,1.825997781,0.149122697,-0.317035839,-0.298184833,-0.627200325,-0.681780453,1.277652084,-0.246765209,0.749638851,-0.998741584,0.452029033,0.144889213,0.776733506,2.470394119,-0.830927581,1.989716843,2.088683077,-1.002534584,-0.363102485,-0.987310159,-0.442501196,-0.181495475,1.318718155,1.672305434,0.835629855,-0.285291999,-0.960087204,0.001520212,1.631979917,-0.269016917,-0.590837018,1.589538538,2.31045354,0.489443207,-0.433119557,0.068179479,-0.997291363,1.231842156,0.305116213,-0.97446806,-0.154119219,0.87853491,0.489820927,-0.426773237,0.960684301,-0.072644215,0.54937987,-0.465482576,1.217954948,0.441084931,2.070229824,-0.246375173,-0.569179652,1.823126656,0.755381647,-0.582729672,-0.342700844,-0.239143351,-0.183156561,-0.260109142,-0.216623097,-0.159237486,-0.183156561,-0.16426846,4.457686366,-0.18761663,-0.115379595,-0.178599907,-0.115379595,-0.100738878,-0.104582503,-0.096749028,-0.111890848,-0.100738878,-0.115379595,-0.111890848,-0.145980072,0
HMP3_trainN_520,-0.327688651,-0.328500044,1.713683127,-0.338463119,-0.355967201,-0.124089623,-0.097558339,-0.451160115,-0.305900806,0.557194696,-0.255181109,-0.6627591,-0.158759792,-0.20585997,-0.600861986,-0.225462049,-0.193858307,-0.200820692,-0.418409507,-0.207385015,-0.394507499,-0.340609474,-1.174823303,-0.429710343,-0.40255247,0.018360813,-0.177020353,-0.093323331,-0.501410791,-0.531158144,-0.652452462,0.677374726,1.156697022,-0.848178225,-0.239403439,0.775536465,-0.099042587,-0.483960387,0.767150693,-2.401103018,0.259103045,0.041208825,-1.995976714,-0.377706295,-0.25645834,-0.697870035,-1.452928628,-1.890897747,-2.46772926,-0.105944815,-0.289858991,-0.649811903,0.440511747,0.553130063,2.446461528,0.321063706,0.02178259,0.681862968,0.327012221,-0.407019383,-0.932933127,-0.644975896,-0.877269743,-0.076976738,0.426872044,0.203977784,-0.301313277,-0.641575728,0.793493456,-0.881790321,-0.627224315,-0.26413321,1.259500953,-0.215050671,-0.766874883,0.597813,5.080754423,0.687611538,-0.147702797,-0.254187685,0.81921518,-0.246765209,-0.417739005,-0.753454653,0.668882378,-1.006809717,-0.531602845,-1.578127938,0.612124089,0.286189889,-0.59882883,-0.312341414,-0.363102485,1.15301262,-1.273516858,4.317536728,-0.314611817,-0.403524208,0.413272724,-0.285291999,-0.706787954,1.316995015,-0.812539867,-0.269016917,-0.590837018,0.241027288,-1.470519064,0.674584678,-0.433119557,2.011825839,0.686875631,-0.528862769,0.747839368,1.160495475,-1.407600985,-1.159380029,1.050878394,0.114373317,-1.056618736,-0.072644215,-0.748673208,0.138187069,0.807906739,0.612173115,-0.80504007,-0.246375173,-0.26632038,-0.445279469,0.29572863,-0.582729672,-0.342700844,-0.239143351,-0.183156561,-0.260109142,-0.216623097,-0.159237486,-0.183156561,-0.16426846,-0.224331619,-0.18761663,-0.115379595,-0.178599907,-0.115379595,-0.100738878,-0.104582503,-0.096749028,-0.111890848,-0.100738878,-0.115379595,-0.111890848,-0.145980072,0
HMP3_trainN_521,3.095059539,-0.328500044,-0.120528426,0.871912305,-0.355967201,-0.124089623,-0.097558339,-0.451160115,-0.305900806,-1.645619167,-0.255181109,-0.143141235,-0.158759792,-0.20585997,0.09895334,-0.225462049,-0.193858307,-0.200820692,-0.418409507,-0.207385015,1.672937931,0.783158679,-0.520196696,-0.429710343,-0.40255247,-0.863234276,-0.177020353,-0.093323331,-0.501410791,0.064877808,2.363586913,-0.671370129,-0.827871607,-0.598456893,-0.239403439,0.548082599,-0.099042587,1.815470114,-1.993519051,0.721325835,-1.428954943,1.658642514,2.013243014,0.467873031,-0.25645834,-0.111836014,1.150566603,0.704265534,-0.54961443,-1.1539262,-0.289858991,-0.649811903,-0.667813396,0.545090275,-1.504210901,1.409005401,-1.214775371,0.877384516,-0.59330685,1.577479955,-0.932933127,1.162664081,-0.877269743,0.970953615,0.062508064,0.512438182,-1.253922323,0.494699261,1.972252872,0.358288916,-0.627224315,-0.26413321,0.405387275,-0.215050671,-0.833494427,0.822158151,-0.317035839,0.194713353,-1.106697853,0.184427716,-0.556095532,-0.246765209,1.385712471,1.036618057,0.713270951,-0.23330291,1.430901681,0.752734485,-1.009528504,1.421874525,-0.59882883,-0.312341414,-0.363102485,-2.176477843,-0.204683794,4.317536728,2.354954406,-0.219230683,-0.843608535,-0.285291999,-0.960087204,-0.296552751,-0.812539867,-0.269016917,2.989343719,0.172241895,-0.7830695,-0.065981206,-0.433119557,-1.858537482,-0.176786091,0.351489694,0.337041336,-1.401460768,0.329894444,1.693700885,0.405803379,1.164531308,-0.003186839,-0.827090073,-0.748673208,1.345526358,-1.652382516,1.73444559,-1.763463368,-0.246375173,-0.072877612,-0.445279469,-0.08372086,-0.582729672,-0.342700844,-0.239143351,-0.183156561,-0.260109142,-0.216623097,-0.159237486,-0.183156561,-0.16426846,-0.224331619,-0.18761663,-0.115379595,-0.178599907,-0.115379595,-0.100738878,-0.104582503,-0.096749028,-0.111890848,-0.100738878,-0.115379595,-0.111890848,-0.145980072,0
HMP3_trainN_522,-0.327688651,-0.328500044,-0.120528426,-0.338463119,-0.355967201,-0.124089623,-0.097558339,-0.451160115,-0.305900806,0.997757469,-0.255181109,-0.637411887,18.31690084,-0.20585997,-0.374451145,-0.225462049,-0.193858307,-0.200820692,-0.418409507,-0.207385015,-0.394507499,0.03397991,-0.84751,2.186962107,-0.40255247,1.193820933,-0.177020353,0.500690973,0.603225343,-0.381994273,-0.652452462,1.051460558,0.759783296,1.077583578,-0.239403439,0.775536465,-0.099042587,-0.483960387,0.604758355,1.1673871,-0.004427376,-0.682927226,0.00863315,0.467873031,-0.25645834,-0.111836014,-0.496602987,-0.160788893,0.409442984,-1.1539262,-0.289858991,-0.649811903,-0.113650824,0.789725341,1.806612028,-2.942761377,-1.214775371,-0.001670759,0.327012221,-0.407019383,1.161613208,0.441472565,-0.877269743,-1.267121361,1.107041466,-0.284492355,1.127600293,0.021551986,1.529306387,1.598368154,-0.627224315,-0.26413321,-2.156953759,3.399149335,0.013846389,0.822158151,-0.317035839,0.194713353,1.290789786,-1.247350193,1.277652084,-0.246765209,-1.032458018,-0.37769595,-0.820502023,0.348607785,0.12256533,-1.374920814,-1.37677389,-0.281652429,-0.59882883,1.068044926,-0.363102485,2.172178043,0.517112464,-0.181495475,-0.486574809,-0.300259114,-0.148642103,-0.285291999,1.06630679,0.169062764,-0.812539867,-0.269016917,-0.590837018,0.509988588,-0.095619935,0.489443207,-0.433119557,1.522639559,-0.997291363,0.351489694,0.078576215,0.733502768,-0.743461168,-0.344214053,-0.108938904,1.696158312,0.246489272,-0.827090073,-0.748673208,0.138187069,0.39785853,-1.836561565,-0.166091205,-0.246375173,3.944321283,-1.201414844,-0.879996349,-0.582729672,-0.342700844,-0.239143351,-0.183156561,-0.260109142,-0.216623097,-0.159237486,-0.183156561,-0.16426846,-0.224331619,-0.18761663,-0.115379595,-0.178599907,-0.115379595,-0.100738878,-0.104582503,-0.096749028,-0.111890848,-0.100738878,-0.115379595,-0.111890848,-0.145980072,0
HMP3_trainN_523,-0.327688651,-0.328500044,-0.120528426,-0.344234539,-0.355967201,-0.124089623,-0.097558339,-0.451160115,-0.305900806,-1.784744253,-0.255181109,-0.155814842,-0.158759792,-0.20585997,-0.209788716,-0.230622602,-0.193858307,-0.200820692,-0.418409507,-0.21605654,1.558079851,0.970453371,-0.554650728,2.023420079,-0.40255247,-0.878700857,-0.18637324,-0.720338429,-1.751393785,-0.171505581,0.297041416,1.442747061,-0.11760494,-0.306418484,-0.239403439,0.188944915,-0.099042587,-0.483960387,0.61330532,0.556987475,0.281789703,-0.21163289,0.219644714,-0.430555003,-0.259453017,0.350822424,1.525491332,0.704265534,-1.256288315,0.174605443,-0.302105578,-0.649811903,-0.175224443,-0.072095578,-1.19328388,-0.366057364,-0.812422198,0.003576157,-0.609452798,1.519464498,-0.932933127,1.175081639,-0.877269743,0.954089296,0.168037727,-0.135923116,-1.379265618,0.274244256,0.74999454,1.443358249,-0.627224315,-0.26413321,-0.538633106,-0.215050671,0.267321346,-1.881791304,-0.329904952,-0.376010862,-1.232881413,-0.931368051,0.228072857,1.860091289,-0.979087225,0.885270802,0.241564303,-0.062185572,-1.254630829,-0.500925862,1.087350175,0.191549503,1.881951392,-1.72905371,-0.363102485,-0.451723982,-0.415130827,-0.195797266,1.242139314,-0.437884584,0.912284997,-0.285291999,3.119363863,0.929857435,0.341816698,-0.280204546,-0.590837018,0.298477497,-0.819251056,0.499187495,3.255019965,-0.860871631,0.690459818,-1.942060143,0.161864257,-1.002934241,1.436939385,1.457731787,-0.089283149,-1.467430841,-1.396440947,1.952447299,0.473023807,0.074642895,0.667627088,-0.013045867,0.926847644,-0.252887472,-0.312224369,0.892498502,-0.253906575,-0.582729672,-0.342700844,-0.239143351,-0.183156561,-0.260109142,-0.216623097,-0.159237486,-0.183156561,-0.16426846,-0.224331619,-0.18761663,-0.115379595,-0.178599907,-0.115379595,-0.100738878,-0.104582503,-0.096749028,-0.111890848,-0.100738878,-0.115379595,-0.111890848,6.850250063,0
HMP3_trainN_524,-0.327688651,-0.328500044,-0.120528426,-0.344234539,-0.355967201,-0.124089623,-0.097558339,6.338029,-0.305900806,0.719507297,-0.255181109,-0.371266152,-0.158759792,-0.20585997,-0.559696378,-0.230622602,-0.193858307,-0.200820692,1.483370961,-0.21605654,7.415841904,2.031789959,-0.864737016,-0.429710343,-0.40255247,1.348486738,-0.18637324,-1.281351937,-0.181647699,-0.447350549,-0.652452462,1.057448298,-0.493628469,-0.835544404,-0.239403439,-0.026537696,-0.099042587,-0.483960387,0.151769202,3.515077967,1.584228714,-0.682927226,2.118748796,0.362175615,10.72676068,-0.759557827,0.688454352,-0.115259712,-0.04484737,-1.1539262,-0.302105578,-0.649811903,-0.175224443,-1.903697356,-1.956249157,0.40695384,-1.214775371,-2.390999646,1.715563802,7.305224586,0.044521829,0.595264081,0.023802269,-2.062272052,-2.520464215,0.098595731,0.876913702,0.696126297,-1.511134744,-0.881790321,-0.627224315,-0.26413321,-0.268912997,-0.215050671,2.540358949,-0.18149121,-0.329904952,-0.842967037,1.038422666,-0.886647901,0.010918534,-0.257153533,0.193227274,-0.875228307,1.132087587,-0.619167436,-0.634892557,-2.110647285,0.420196626,-1.417337065,0.641561281,0.232547931,2.491144689,0.646024706,0.274983441,-0.195797266,-0.602993419,-1.405172251,0.408385024,-0.285291999,1.199622184,-1.701009971,-0.812539867,-0.280204546,-0.590837018,1.597149892,-0.493617051,0.674584678,-0.433119557,-2.247773658,-0.997291363,-0.274023898,0.964946038,0.591171866,0.291143329,-0.47292447,0.862394867,0.596901284,1.414406378,0.165601846,2.916417836,-1.069152221,0.084927002,-1.210029694,-0.283792312,-0.252887472,0.563882882,-0.503443729,-0.158955602,-0.582729672,-0.342700844,-0.239143351,-0.183156561,-0.260109142,-0.216623097,-0.159237486,-0.183156561,-0.16426846,-0.224331619,-0.18761663,-0.115379595,-0.178599907,-0.115379595,-0.100738878,-0.104582503,-0.096749028,-0.111890848,-0.100738878,-0.115379595,-0.111890848,-0.145980072,0
HMP3_trainN_525,-0.327688651,-0.328500044,-0.120528426,-0.344234539,2.702846262,-0.124089623,-0.097558339,-0.451160115,-0.305900806,0.719507297,-0.255181109,-0.282550906,-0.158759792,-0.20585997,-0.333285538,-0.230622602,-0.193858307,-0.200820692,-0.418409507,-0.21605654,-0.394507499,-0.090883218,-0.244564441,2.023420079,-0.40255247,-0.878700857,-0.18637324,0.401688589,0.864849691,-0.392544297,0.297041416,-0.035689917,1.010465649,-0.495630131,-0.239403439,-0.026537696,-0.099042587,1.671755708,0.305614575,0.134403119,-0.193947489,-0.682927226,0.219644714,0.362175615,-0.259453017,-0.759557827,-0.498998509,-0.934784959,0.863733339,-0.514152861,-0.302105578,-0.649811903,0.348151319,-0.127274021,-0.29284805,-0.108386963,0.42175911,0.096752159,-0.609452798,-0.409122198,0.044521829,-0.387553968,1.825946292,-0.031426622,-0.65057323,0.191218831,-0.47679389,1.213209771,-1.646178035,0.280783964,0.286848642,-0.26413321,-0.268912997,-0.215050671,-0.317633547,-0.18149121,-0.329904952,-0.842967037,-0.324359781,-0.150341633,0.010918534,-0.257153533,-0.431014865,0.95659537,0.447258011,-0.35403689,1.224322257,0.176378679,0.737598735,0.727845025,-0.59882883,0.886415145,-0.363102485,0.263027544,-0.116332427,-0.195797266,-0.538733565,-1.316218194,-0.662551312,-0.285291999,-0.720119494,-0.501404629,0.341816698,-0.280204546,-0.590837018,-0.15673753,-0.493617051,0.148393129,3.255019965,-0.172330618,0.768545012,0.559994224,0.130093272,0.989698392,0.094678574,-0.47292447,0.365695783,-0.091743589,-0.033742219,0.165601846,0.473023807,0.074642895,0.084927002,1.02006317,-0.283792312,-0.252887472,-0.438474181,1.590469617,0.490455408,-0.582729672,-0.342700844,-0.239143351,-0.183156561,-0.260109142,-0.216623097,-0.159237486,-0.183156561,-0.16426846,-0.224331619,-0.18761663,-0.115379595,-0.178599907,-0.115379595,-0.100738878,-0.104582503,-0.096749028,-0.111890848,-0.100738878,-0.115379595,-0.111890848,-0.145980072,0
